price,bathrooms,bedrooms,distanceToCoast,LivingArea,longitude,latitude
1100000,2,4,11.8,1682,-118.04063,33.77733
1100000,2,4,19.8,1504,-122.08647,37.629997
1100000,2,2,19.8,1106,-122.05331,37.673515
1100000,3,2,10.9,1332,-117.23368,32.8566
1100000,2,4,19.8,3143,-118.196205,33.84169
1100000,3,3,19.8,2420,-118.17662,33.765106
1100000,2,3,16,1536,-118.06542,33.810627
1100000,2,3,6.2,1529,-118.144684,34.04413
1100000,2,4,28.9,2164,-117.54365,33.91543
1100000,2,4,28.9,1986,-117.52664,33.933846
1100000,3,4,33.9,2643,-117.6791,34.04738
1100000,3,3,13.4,2248,-117.85721,33.839706
1100000,2,3,13.4,1381,-117.83802,33.800144
1100000,3,4,33.4,2826,-119.17353,34.212933
1100000,2,3,18.5,2155,-117.860344,33.903522
1100000,3,4,18.5,2016,-117.86824,33.902424
1100000,2,2,21.4,1360,-118.3225,33.753536
1100000,2,2,22.6,1667,-122.25519,37.532936
1100000,8,8,29.2,3656,-121.64915,36.660362
1100000,2,3,10.5,1281,-122.410675,37.63145
1100000,3,2,10.5,1607,-122.41517,37.633194
1100000,2,3,0.1,1472,-117.09069,32.986202
1100000,2,2,0.1,1950,-117.16492,32.712852
1100000,3,3,0.1,1420,-117.10584,33.013073
1100000,3,4,0,2012,-122.39116,37.72059
1100000,2,3,0,1025,-122.426025,37.722992
1100000,2,2,16.4,1165,-122.290504,37.557987
1100000,1,3,16.4,1210,-122.30543,37.571655
1100000,3,3,1,1388,-119.80029,34.426636
1100000,2,2,26.2,1152,-121.958206,37.352016
1100000,3,3,26.2,1199,-121.95922,37.394398
1100000,3,4,29,2883,-118.491295,34.44924
1100000,2,2,0.3,1238,-122.145836,37.090893
1100000,1,1,0.3,536,-121.96333,36.964916
1100000,2,3,0.3,2200,-122.13643,37.036583
1100000,2,3,36.2,2543,-119.056435,34.33721
1100000,1,3,8.4,1310,-122.46004,37.6605
1100000,1,3,8.4,1040,-122.44668,37.65285
1100000,1,2,14.1,1160,-118.44147,34.191677
1099999,2,3,15.2,1504,-117.77072,33.86046
1099995,3,2,0.1,1274,-117.19899,32.928642
1099500,3,4,25,2360,-121.61582,37.01386
1099000,2,4,15.2,1810,-117.93497,33.809685
1099000,3,4,15.2,1591,-117.908394,33.83573
1099000,1,3,15.2,1012,-117.908394,33.83573
1099000,2,3,0.1,1853,-117.05809,33.005386
1099000,1,2,0,1101,-122.417564,37.756783
1098000,2,1,0,1151,-122.43541,37.755848
1097000,2,4,11.8,1776,-118.03432,33.783424
1096330,3,3,10.9,1575,-118.22607,34.215263
1095000,3,3,23.9,1675,-118.70189,34.139557
1095000,2,2,21.4,1736,-118.3887,33.74189
1095000,3,3,29.2,2284,-121.70949,36.780624
1095000,2,2,26.2,1268,-121.958206,37.352016
1095000,2,2,26.2,1129,-121.958206,37.352016
1095000,3,2,24.7,1416,-118.364044,34.097034
1092000,2,4,11.8,1430,-118.01601,33.776524
1090000,4,5,78.2,4327,-119.12835,35.333572
1090000,2,4,21.2,1603,-117.87524,33.912605
1090000,3,2,28.7,1326,-121.94682,37.500175
1090000,2,3,18.3,1216,-117.94743,33.87217
1090000,3,3,19.8,2040,-118.20271,33.796146
1090000,2,2,19.8,1660,-118.19674,33.766666
1090000,3,3,19.8,1760,-118.196754,33.76667
1090000,2,4,19.8,1513,-118.12829,33.830082
1090000,5,6,33.9,4134,-117.58417,34.0055
1090000,1,2,25.3,717,-121.914116,36.615654
1090000,2,3,14.8,1170,-117.021164,32.958916
1090000,1,2,0,1025,-122.46969,37.71198
1090000,2,3,0.3,1205,-121.97835,36.97481
1089000,3,4,0.1,1990,-117.125496,32.964565
1088000,3,4,11.8,1864,-117.95615,33.784874
1087500,2,4,19.8,2060,-122.04698,37.683838
1087000,3,4,25,2360,-121.57938,37.007862
1087000,2,4,19.8,2187,-118.166885,33.77695
1086000,3,4,22.9,2230,-118.6113,34.2276
1085000,2,4,15.2,1804,-117.953545,33.812473
1085000,2,3,28.7,1390,-122.02482,37.565777
1085000,3,4,25,2407,-121.58563,37.01806
1085000,2,3,19.8,1281,-122.10035,37.647633
1085000,1,3,19.8,1407,-118.17057,33.82625
1085000,3,4,29.2,1775,-121.69488,36.610207
1085000,2,3,0.1,1510,-117.06006,33.0104
1085000,2,3,0.1,1260,-117.08001,32.90689
1085000,1,2,16.4,680,-122.32116,37.569355
1085000,2,2,26.2,1132,-121.958206,37.352016
1085000,4,6,14.1,2902,-118.427345,34.193638
1083500,2,3,19.8,1302,-118.12378,33.815
1082000,3,4,15.2,1436,-117.89548,33.843082
1082000,3,2,28.7,1218,-122.03291,37.572407
1082000,1,3,11.8,1144,-117.95103,33.79092
1082000,1,1,1,#N/A,-119.742714,34.43078
1081000,3,4,25,2360,-121.61805,37.01345
1080000,3,4,15.2,1870,-117.74192,33.85017
1080000,2,2,6.9,1120,-122.48805,37.696415
1080000,3,3,28.7,1705,-121.96607,37.570103
1080000,2,3,18.3,1786,-117.890884,33.877937
1080000,2,4,11.8,1343,-117.947975,33.75618
1080000,3,4,19.8,1536,-122.09411,37.622414
1080000,4,4,19.8,2141,-118.17008,33.831734
1080000,2,4,19.8,1725,-118.07837,33.81932
1080000,2,2,19.8,1338,-118.183205,33.82699
1080000,2,4,13.4,2226,-117.84542,33.84353
1080000,2,4,13.4,1743,-117.85061,33.813934
1080000,2,3,14.8,1246,-117.0663,32.970615
1080000,2,3,1,#N/A,-119.72497,34.44664
1080000,3,3,0.3,1326,-122.02134,36.98714
1080000,3,9,36.2,#N/A,-119.05758,34.362137
1080000,3,4,27.4,2165,-119.28712,34.306885
1080000,2,4,22.2,1520,-118.6371,34.181664
1079000,3,4,19.8,1684,-122.113914,37.647053
1079000,3,3,15.5,1744,-118.36357,33.872158
1079000,2,3,0.1,1245,-117.086494,32.99616
1076000,2,3,15.2,2041,-117.90199,33.795193
1076000,2.5,3,23.4,1941,-121.6374,37.1321
1076000,3,3,23.4,1941,-121.63745,37.132263
1075500,3,4,25,2164,-121.57938,37.007862
1075000,2,3,6.8,1780,-121.88121,36.97613
1075000,2,3,21.2,1598,-117.892044,33.932076
1075000,1,3,28.7,950,-121.96687,37.54315
1075000,3,5,11.8,2357,-117.949326,33.75569
1075000,2,3,11.8,1110,-118.019585,33.78616
1075000,3,4,6.7,1697,-119.82075,34.438183
1075000,2,3,23.4,1554,-121.64558,37.101345
1075000,2,3,13.4,1642,-117.83028,33.82592
1075000,1,2,25.3,808,-121.91208,36.6183
1075000,3,2,15.5,1543,-118.37849,33.873528
1075000,2,1,22.6,1323,-122.23529,37.540577
1075000,2,3,29.2,1619,-121.64171,36.591988
1075000,2,2,29.2,1736,-121.70396,36.53023
1075000,2,2,29.2,1736,-121.70397,36.53024
1075000,4,3,0.1,1877,-117.127945,33.019623
1075000,2,2,0,1208,-122.4432,37.74882
1075000,2,1,16.4,1150,-122.29018,37.557365
1075000,2,2,26.2,1132,-121.958206,37.352016
1075000,3,4,29,2547,-118.47782,34.449326
1074000,3,3,15.2,2113,-117.97339,33.8247
1074000,2,3,29.2,2063,-121.66778,36.814983
1073000,1,2,6.9,2274,-122.46295,37.70449
1072000,3,5,27.4,2216,-119.211296,34.284
1070000,3,4,15.2,2287,-117.8863,33.827755
1070000,3,3,15.2,1992,-117.77377,33.86738
1070000,3,3,6.9,1050,-122.49295,37.68438
1070000,3,2,28.7,1513,-121.994644,37.55994
1070000,3,4,18.3,2334,-117.97418,33.88182
1070000,2,4,25,2147,-121.581375,36.998196
1070000,3,3,23.4,1460,-121.624466,37.133186
1070000,3,3,13.4,2197,-117.850235,33.82192
1070000,3,3,13.4,2197,-117.850235,33.82192
1070000,2,3,21.4,1633,-118.31713,33.754807
1070000,2,2,15.5,1166,-118.389496,33.842854
1070000,3,2,0.1,1078,-117.23291,32.94302
1070000,2,3,0,1450,-122.407745,37.724884
1070000,3,4,27.4,1880,-119.22628,34.28422
1070000,3,3,7.8,1877,-118.61658,34.222927
1069500,3,4,25,2164,-121.57938,37.007862
1069000,2,3,15.2,1700,-117.87712,33.841732
1069000,2,3,19.8,1233,-122.03463,37.616047
1067856,2,2,28.7,1336,-121.94472,37.50506
1067000,2,4,28.9,2270,-117.582,33.917503
1066000,3,4,21.2,2284,-117.91902,33.94211
1066000,3,4,19.8,1811,-118.09442,33.75798
1065000,2,3,15.2,1903,-117.82123,33.85261
1065000,3,3,15.2,2016,-117.78842,33.84293
1065000,3,3,15.2,2016,-117.78842,33.84293
1065000,3,2,9.1,1292,-117.3015,33.10835
1065000,1,2,6.9,1480,-122.45318,37.70769
1065000,1,3,6.9,1130,-122.42882,37.70743
1065000,2,3,0,1394,-117.24388,33.052166
1065000,2,4,11.8,1518,-117.92272,33.76964
1065000,4,7,19.8,2544,-118.16686,33.77999
1065000,2,3,19.8,1193,-118.099625,33.81377
1065000,1,2,22.6,1000,-122.193825,37.485207
1065000,2.5,3,0.1,1524,-117.09704,32.938187
1065000,4,4,0,2152,-122.40589,37.75201
1065000,2,3,0,1598,-122.403625,37.719845
1065000,2,,0,2152,-122.40588,37.75201
1065000,3,3,8.4,1628,-122.4249,37.66525
1065000,3,4,27.4,1795,-119.20134,34.25718
1065000,2,3,24.7,1319,-118.36517,34.09004
1065000,2,3,22.2,1404,-118.58211,34.170155
1064650,3,3,9.1,1504,-117.276825,33.11303
1062800,2,3,0,1375,-122.40087,37.717587
1062500,2,3,13.4,1332,-117.829414,33.813305
1060088,1,2,0,1800,-122.429276,37.729454
1060000,3,3,15.2,2500,-117.82305,33.836147
1060000,2,4,15.2,2127,-117.8138,33.867817
1060000,2,2,6.8,1318,-121.88287,36.95649
1060000,4,3,78.2,4879,-118.864975,35.431046
1060000,3,3,23.9,2009,-118.699326,34.165222
1060000,2,3,21,1550,-117.916275,34.085712
1060000,3,4,21,2388,-117.84557,34.081757
1060000,2,3,6.9,2270,-122.46857,37.693596
1060000,3,3,0,1459,-117.2456,33.047325
1060000,2,3,18.3,1679,-117.91235,33.905994
1060000,2,3,11.8,1472,-118.01229,33.775875
1060000,4,6,25,1780,-121.564,37.004723
1060000,2,3,19.8,1706,-118.132774,33.794178
1060000,2,3,19.8,1814,-118.17118,33.827763
1060000,2,3,19.8,1511,-118.17624,33.844673
1060000,2,3,23.4,1305,-121.66519,37.125957
1060000,2,3,13.4,1800,-117.82965,33.81414
1060000,4,6,86.2,3957,-121.2212,38.717583
1060000,2,3,0.1,1454,-117.09249,32.970913
1060000,2,2,13,1188,-118.47871,33.99666
1058880,3,4,14.8,1835,-117.03669,32.96542
1058520,3,4,15.2,1502,-117.97997,33.811844
1058000,2,3,26.9,1860,-121.87877,36.598587
1058000,3,3,6.2,1818,-118.15629,34.05343
1058000,3,3,29.2,1659,-121.66765,36.656036
1057500,2,3,0,1738,-122.43398,37.719604
1057000,2,3,25,1858,-121.59985,37.022224
1056000,3,3,0.1,1480,-117.11933,32.959072
1055000,3,3,0,1636,-117.22278,33.05148
1055000,3,3,18.3,2126,-117.92342,33.902523
1055000,3,5,25,2594,-121.608055,37.00204
1055000,2,3,19.8,1528,-118.17117,33.83007
1055000,1,2,0,1800,-122.442116,37.760666
1055000,1,2,0,968,-122.44328,37.729652
1055000,2,2,24.7,1553,-118.365486,34.096886
1053400,3,3,15.2,2059,-117.97377,33.811817
1051000,2,3,13.4,1332,-117.83061,33.812904
1050000,3,5,15.2,2246,-117.91089,33.814995
1050000,2,3,15.2,1043,-117.92936,33.822266
1050000,,,15.2,1721,-117.94434,33.81724
1050000,3,3,15.2,1595,-117.88125,33.850822
1050000,4,6,15.2,2659,-117.866264,33.840103
1050000,2,4,15.2,1499,-117.769554,33.872337
1050000,2,3,15.2,1485,-117.77037,33.860806
1050000,3,2,6.8,1600,-121.891884,37.018684
1050000,2,3,21.2,1870,-117.90557,33.914845
1050000,3,3,6.9,1435,-122.4607,37.701923
1050000,1,3,6.9,1140,-122.47713,37.6906
1050000,3,5,24.5,2221,-117.824295,33.990704
1050000,2,3,17.6,1593,-122.25371,37.551567
1050000,1,2,28.7,1133,-122.02757,37.568764
1050000,2,3,18.3,1492,-117.97334,33.886806
1050000,3,3,18.3,2041,-117.92421,33.870365
1050000,3,3,25,2117,-121.585434,37.02723
1050000,2,3,19.8,1550,-122.0298,37.617973
1050000,2,3,19.8,1274,-122.09887,37.65562
1050000,2,3,19.8,1078,-122.033134,37.61923
1050000,1,2,10.9,896,-118.227455,34.21805
1050000,2,3,15.8,2019,-118.10991,33.84432
1050000,5,8,19.8,3306,-118.20385,33.79237
1050000,2,3,19.8,1302,-118.175476,33.767193
1050000,3,3,19.8,2120,-118.11654,33.773586
1050000,3,3,19.8,1669,-118.09393,33.759247
1050000,2,2,19.8,1433,-118.10081,33.80895
1050000,2,2,19.8,1540,-118.17558,33.764935
1050000,4,8,19.8,2952,-118.199066,33.85355
1050000,2,3,19.8,1515,-118.133316,33.819084
1050000,2,3,19.8,1175,-118.12086,33.81618
1050000,2,3,19.8,2208,-118.11951,33.789955
1050000,2,3,19.8,1357,-118.10165,33.797935
1050000,2,4,16,1605,-118.073555,33.803818
1050000,1,3,16,1458,-118.04781,33.801304
1050000,1,2,0,892,-118.35678,34.085224
1050000,3,3,23.7,2004,-121.79983,36.66139
1050000,2,3,26.9,1396,-121.84706,36.593494
1050000,4,6,6.2,2295,-118.14396,34.041992
1050000,2,3,23.4,1390,-121.64279,37.13667
1050000,2,2,0,1581,-117.93172,33.62326
1050000,3,4,28.9,2303,-117.579315,33.921482
1050000,2,4,14.8,1605,-117.04394,32.972157
1050000,2,4,14.8,1454,-117.008064,32.95704
1050000,2,3,29.2,1589,-121.69936,36.6002
1050000,3,2,0.1,1231,-117.23232,32.96259
1050000,3,3,0.1,1428,-117.11015,33.020573
1050000,2,2,0.1,1450,-117.06492,33.006905
1050000,3,3,0,1376,-122.40094,37.751022
1050000,2,3,0,1039,-122.40557,37.7458
1050000,1,2,0,925,-122.440994,37.7095
1050000,2,5,0,3195,-122.47073,37.743515
1050000,2,2,0,968,-122.42747,37.743374
1050000,2,2,0,1175,-122.44057,37.74681
1050000,3,,0,3195,-122.47073,37.743515
1050000,3,2,16.4,1230,-122.318886,37.55301
1050000,2,3,1,862,-119.716446,34.419212
1050000,2,2,1,690,-119.71653,34.428055
1050000,4,4,29,3140,-118.543015,34.368958
1050000,3,3,18,1793,-118.167854,33.80202
1050000,2,2,24.7,1330,-118.35299,34.090202
1050000,2,2,24.7,1486,-118.365486,34.096573
1050000,2,3,19.4,1585,-117.79103,33.87689
1050000,3,4,19.4,2449,-117.81217,33.89847
1049900,3,4,0.1,1642,-117.10842,33.021015
1049680,1,3,6.9,1380,-122.44352,37.705383
1049000,2,3,19.8,1297,-118.10327,33.82067
1049000,2,5,14.8,1759,-117.019745,32.950233
1048880,1,2,0.3,843,-122.03937,36.968307
1048000,2,3,6.9,1064,-122.49074,37.701653
1046500,2.5,4,0.3,2495,-121.986885,36.96325
1045000,2,3,15.2,1466,-117.939095,33.820755
1045000,3,4,90.7,2609,-121.18663,38.74663
1045000,3,4,27.4,1922,-119.21552,34.291473
1043000,3,4,18.3,1582,-117.98203,33.86539
1042000,3,3,23.4,1947,-121.649445,37.099194
1040000,3,4,15.2,2031,-117.92492,33.829964
1040000,2,3,21.2,1620,-117.89993,33.910614
1040000,2,2,28.7,1301,-121.936005,37.503403
1040000,4,6,25,1994,-121.56916,37.0013
1040000,,,25,1994,-121.56916,37.0013
1040000,3,3,23.7,1771,-121.78664,36.665493
1040000,2,3,13.4,1188,-117.828705,33.78961
1040000,2,3,0,1493,-122.47502,37.742832
1040000,2,3,14.1,1698,-118.43609,34.202766
1040000,3,3,14.1,1554,-118.43919,34.192295
1040000,2,3,22.2,1404,-118.58481,34.171432
1039000,2,4,21.2,1964,-117.897285,33.926613
1038000,3,6,15.2,2057,-117.90107,33.83683
1038000,1,2,0,1052,-122.422,37.73041
1037800,2,3,15.2,1716,-117.95715,33.81279
1036500,3,4,25,2164,-121.57938,37.007862
1036500,1,3,8.4,1050,-122.4377,37.66363
1035000,3,4,15.2,2276,-117.76747,33.87235
1035000,3,3,36.3,2768,-118.63032,34.468376
1035000,2,3,11.8,1307,-118.02859,33.78166
1035000,3,4,25,1892,-121.59703,37.02069
1035000,2,4,18.5,1765,-117.863815,33.88381
1035000,2,4,0.1,1405,-117.08951,32.992546
1035000,2,2,0,834,-122.4304,37.77527
1035000,1,4,29,1765,-118.51919,34.386806
1035000,2,3,0.3,1376,-121.98933,36.981117
1035000,2,2,15.9,1374,-118.39245,33.80484
1035000,2,3,22.2,1496,-118.57525,34.178394
1033888,2,3,23.4,1058,-121.66669,37.142876
1031000,2,4,25,1516,-121.60414,37.029453
1031000,2,3,19.8,1469,-122.030174,37.61637
1030000,2,3,15.2,1470,-117.97755,33.805576
1030000,3,4,15.2,2106,-117.89015,33.845417
1030000,2,2,11.8,700,-117.95419,33.771126
1030000,3,3,19.8,1438,-122.02858,37.61624
1030000,3,4,23.7,2800,-121.734314,36.651356
1030000,2,2,21.4,1433,-118.3887,33.74189
1030000,2,2,21.4,1506,-118.3887,33.74189
1030000,2,5,29.2,1134,-121.6157,36.758575
1030000,3,3,0,1678,-122.39545,37.712673
1030000,1,2,0,1225,-122.43189,37.731503
1030000,2,2,0,1478,-122.483185,37.746746
1030000,2,3,27.1,1352,-121.82275,36.611988
1030000,2,3,19.4,1379,-117.83936,33.880013
1029000,2,4,19.8,1634,-118.117645,33.797634
1029000,2,2,0,853,-122.39905,37.765354
1028800,2,3,6.2,1570,-118.14713,34.0494
1028000,3,2,15.2,2206,-117.897354,33.8311
1028000,4,4,78.2,3066,-119.13036,35.315628
1026000,2,3,13.4,1782,-117.83801,33.80095
1025000,2,4,15.2,1930,-117.99991,33.818436
1025000,2,3,15.2,1949,-117.90497,33.83796
1025000,3,3,15.2,1926,-117.8636,33.842136
1025000,2,2,6.8,1241,-121.91906,36.977676
1025000,,,78.2,#N/A,-118.91399,35.405678
1025000,3,3,23.9,2009,-118.69895,34.165466
1025000,3,4,36.3,2200,-118.62406,34.4728
1025000,2,3,18.3,1747,-117.92923,33.888123
1025000,2,4,11.8,1269,-117.928116,33.78265
1025000,3,3,11.8,1667,-117.90753,33.781425
1025000,2,3,19.8,1658,-122.05683,37.689472
1025000,2,3,19.8,1160,-122.04392,37.618908
1025000,2,3,19.8,1218,-118.10125,33.82396
1025000,2,3,19.8,1760,-118.10048,33.809387
1025000,2,3,19.8,1576,-118.144714,33.785503
1025000,1,3,19.8,1526,-118.11802,33.79268
1025000,1,1,0,975,-117.93404,33.624626
1025000,2,4,18.5,1396,-117.8491,33.90198
1025000,4,8,29.2,3128,-121.636795,36.678192
1025000,3,3,0.1,1425,-117.09526,32.946358
1025000,2,2,0.1,1454,-117.09249,32.970913
1025000,1,2,0,950,-122.43044,37.73556
1025000,1,3,8.4,1000,-122.43694,37.669743
1024000,2,2,15.2,1536,-117.76173,33.83437
1023344,3,4,36.3,2945,-118.6416,34.512573
1022500,2,2,6.7,1282,-119.85926,34.435036
1021522,4,4,41.5,3088,-117.459175,34.17094
1020000,2,3,15.2,1588,-117.86748,33.841423
1020000,5,4,78.2,4297,-119.134964,35.324825
1020000,2,3,6.9,1160,-122.48533,37.671715
1020000,3,4,28.7,1474,-122.03711,37.576244
1020000,2,3,11.8,1237,-117.942245,33.756557
1020000,2.5,4,25,1762,-121.590904,37.026196
1020000,2,3,19.8,1252,-122.03957,37.616592
1020000,3.5,4,19.8,1885,-122.05013,37.630283
1020000,3,4,23.4,1630,-121.64868,37.131744
1020000,2,3,14.8,1514,-117.061325,32.955532
1020000,2,2,0.1,1350,-117.05603,33.038834
1020000,3,2,0.1,1432,-117.15308,32.963192
1020000,1,2,0,875,-122.49829,37.755432
1020000,2,3,0,1215,-122.41133,37.713978
1020000,3,4,29,2192,-118.55285,34.382614
1017500,3,3,10.5,1541,-119.53209,34.403896
1016600,2,4,14.8,1288,-117.06065,32.96986
1016000,3,4,14.8,2088,-117.0435,32.95368
1015000,2,4,15.2,1312,-118.013626,33.81314
1015000,4,5,78.2,3395,-119.14055,35.33617
1015000,1,2,6.9,1090,-122.465126,37.706806
1015000,2,4,18.3,1840,-117.89058,33.90499
1015000,3,2,19.8,1474,-118.1166,33.759624
1015000,3,2,19.8,1574,-118.1166,33.759624
1015000,2,4,0,1766,-118.38961,33.95955
1015000,2,2,21.4,1433,-118.38872,33.74374
1015000,3,3,0,1736,-122.39324,37.73372
1015000,2,2,16.4,1330,-122.32049,37.555183
1015000,2,3,22.2,1398,-118.624054,34.182484
1014000,20,11,114.3,9866,-119.76628,36.850616
1012500,2,3,0.3,1200,-122.05163,36.972446
1012000,2,3,15.2,1500,-117.943954,33.815968
1012000,2,4,21.2,1652,-117.8806,33.91689
1012000,3,3,0.1,1269,-117.09443,32.933254
1011000,3,5,25,2554,-121.57115,36.99482
1010888,3,5,33.9,3343,-117.65191,34.022915
1010000,2,4,15.2,1763,-117.87037,33.83214
1010000,2,3,15.2,1540,-117.81987,33.852276
1010000,2,2,23.7,1206,-122.03637,37.33523
1010000,2,3,6.9,1150,-122.49067,37.68184
1010000,2,3,28.7,1440,-121.99148,37.578835
1010000,3,3,23.4,1446,-121.64875,37.14005
1010000,0,3,0,3210,-122.42438,37.76953
1010000,3,,0,3210,-122.42438,37.76953
1010000,3,2,1,1474,-119.79797,34.443405
1010000,3,5,29,3271,-118.47434,34.45252
1009000,4,4,21.2,1979,-117.90179,33.93044
1009000,3,4,28.9,2280,-117.54423,33.940746
1008000,2,3,15.2,1533,-117.77084,33.86231
1008000,3,2,15.5,1165,-118.386116,33.866596
1005800,3,4,0,1674,-122.419914,37.709335
1005496,4,4,41.5,3088,-117.460655,34.17011
1005000,1,3,15.2,1146,-117.98812,33.78935
1005000,2,4,15.2,1984,-117.96378,33.813946
1005000,3,4,22.9,2162,-118.60809,34.229404
1005000,2,2,23.7,1250,-122.06528,37.336708
1005000,2,3,19.8,1976,-118.17821,33.83003
1005000,2,4,33.4,2133,-119.205696,34.195538
1005000,3,3,18.5,1917,-117.82472,33.868954
1005000,3,3,18.5,1653,-117.84526,33.885674
1005000,2,3,14.8,1089,-117.055824,32.96009
1005000,2,2,21.4,1240,-118.393936,33.763584
1005000,3,3,0.1,1444,-117.16518,32.9904
1005000,1,,0,800,-122.50061,37.75295
1005000,2,3,29,2112,-118.512344,34.426937
1005000,2,2,0.3,1514,-121.985886,36.97308
1004000,1,2,8.2,864,-118.24218,34.13077
1003111,3,4,36.3,3034,-118.63509,34.470276
1003000,4,4,23.4,2101,-121.661156,37.139717
1002500,3,4,0.1,1666,-117.105064,32.899033
1002268,5,5,41.5,3298,-117.45929,34.17075
1001000,2.5,3,6.9,1549,-122.46516,37.66897
1001000,4,4,19.8,1909,-122.07324,37.656216
1001000,1,3,16.4,1280,-122.31028,37.57751
1000888,2,4,0,1375,-122.44565,37.70855
1000000,3,4,15.2,2190,-117.94009,33.81221
1000000,3,4,15.2,2124,-117.8776,33.8414
1000000,4,4,15.2,2164,-117.88654,33.82916
1000000,2,5,15.2,2123,-117.82382,33.847248
1000000,2,5,15.2,1536,-117.79457,33.853535
1000000,2,3,15.2,2000,-117.78033,33.8407
1000000,3,3,6.8,1577,-121.87219,36.953457
1000000,3,4,6.8,1800,-121.90313,36.974537
1000000,3,3,21.2,1733,-117.894585,33.918232
1000000,3,4,21.2,2033,-117.90846,33.910393
1000000,2,3,22.9,1477,-118.616165,34.222504
1000000,3,4,9.1,1550,-117.314896,33.112667
1000000,2,4,10.5,1730,-119.517715,34.403408
1000000,3,5,21,2374,-117.87422,34.079155
1000000,1,1,23.7,1062,-122.02403,37.33602
1000000,3,3,6.9,1549,-122.46443,37.669163
1000000,2,4,6.9,1420,-122.48893,37.6673
1000000,2.5,4,11.8,1794,-117.919815,33.784748
1000000,2,5,11.8,1904,-118.036476,33.781925
1000000,3,4,25,1845,-121.57714,36.985973
1000000,4,3,19.8,1760,-122.05162,37.628597
1000000,2,2,19.8,1428,-118.178215,33.769703
1000000,2,2,19.8,2639,-118.12978,33.835587
1000000,3,3,19.8,1794,-118.102234,33.78903
1000000,2,3,19.8,1562,-118.10309,33.79063
1000000,2,3,19.8,1684,-118.10131,33.80954
1000000,2,3,19.8,1173,-118.10247,33.810135
1000000,2,2,19.8,1036,-118.122284,33.749565
1000000,2,3,19.8,1600,-118.12578,33.80558
1000000,2,2,19.8,1036,-118.122284,33.749565
1000000,2,4,23.7,1772,-121.79141,36.689938
1000000,2.5,3,23.7,1768,-121.78512,36.665073
1000000,4,5,6.2,2171,-118.14,34.06063
1000000,3,5,6.2,2684,-118.14279,34.0538
1000000,3,4,23.4,1829,-121.64768,37.125626
1000000,5,4,23.4,2426,-121.639626,37.109055
1000000,5,4,23.4,2426,-121.63944,37.10894
1000000,2,4,28.9,2235,-117.59532,33.9162
1000000,3,4,33.9,4290,-117.65527,34.08551
1000000,3,4,33.9,3115,-117.578514,34.003155
1000000,5,6,33.9,3246,-117.579094,34.00727
1000000,4,5,33.9,3047,-117.578514,34.006115
1000000,2,3,13.4,1619,-117.860374,33.833595
1000000,3,4,14.8,2356,-117.07485,32.950706
1000000,2,3,29.2,1900,-121.619606,36.816135
1000000,2,3,10.5,1190,,
1000000,2,3,10.5,1150,-122.43667,37.618984
1000000,1,2,10.5,1160,-122.40787,37.621006
1000000,2,3,0.1,1630,-117.04692,33.039097
1000000,3,3,0.1,1368,-117.235985,32.93977
1000000,2,2,0.1,1090,-117.15617,32.70978
1000000,3,3,0.1,1638,-117.08981,32.970245
1000000,2,3,0,1875,-122.438156,37.71542
1000000,1,0,0,1210,-122.44216,37.712955
1000000,2,3,0,1710,-122.436775,37.711235
1000000,1,2,0,862,-122.41991,37.731052
1000000,3,3,0,1967,-122.44225,37.71712
1000000,1,2,0,1567,-122.405304,37.72605
1000000,3,8,0,2700,-122.484924,37.761105
1000000,3,4,8.5,1985,-118.077774,34.105137
1000000,1,2,8.5,1424,-118.1063,34.105896
1000000,1,2,16.4,1050,-122.30787,37.57498
1000000,3,2,16.4,1394,-122.31441,37.547825
1000000,2,2,16.4,985,-122.31426,37.56749
1000000,2,2,1,1426,-119.76004,34.4519
1000000,0,,36.2,#N/A,-119.10841,34.345436
1000000,2,2,8.4,1140,-122.4145,37.65791
1000000,3,5,22.2,1844,-118.64071,34.18529
999999,3,2,11.8,1925,-117.926285,33.788067
999999,2,3,28.9,1900,-117.59787,33.91165
999900,3,5,0,1600,-122.43504,37.721184
999000,2.5,4,25,1762,-121.590904,37.026196
999000,3,4,19.8,1684,-122.11437,37.646664
999000,3,3,15.8,1908,-118.10848,33.84458
999000,2,3,14.8,1248,-117.01991,32.95098
999000,2,3,0.1,1630,-117.045784,33.038788
999000,3,4,31.3,1788,-118.56034,34.43211
999000,2,4,14.1,2001,-118.46436,34.203636
998000,1,1,0,889,-122.40131,37.764587
998000,2,2,0,1100,-122.41289,37.77521
996250,1,2,6.7,968,-119.819244,34.443268
995000,3,4,90.7,2977,-121.17532,38.73215
995000,3,3,19.8,1757,-122.109146,37.63833
995000,2,2,10.9,1111,-117.23535,32.851807
995000,2,3,15.8,1760,-118.12927,33.8625
995000,2,3,19.8,1829,-118.20097,33.808643
995000,2,3,19.8,1517,-118.10013,33.77919
995000,1,1,0,1015,-118.3849,34.107098
995000,2,4,6.2,1605,-118.13055,34.038647
995000,3,2,15.5,1465,-118.37538,33.871613
995000,3,2,0.1,1401,-117.24235,32.951244
995000,1.5,2,1,1104,-119.75471,34.44609
995000,2,2,1,1104,-119.75492,34.446644
995000,2,2,1,1396,-119.76052,34.451942
995000,2,4,27.4,1309,-119.2527,34.263203
995000,2,3,27.4,2545,-119.21572,34.28167
